ID,y
227,1882.0775
228,1706.3212
229,1899.8092
230,919.0974
231,2103.364
232,1898.0969
233,1915.2074
234,1564.0282
235,1882.9418
236,1713.3289
237,1385.8706
238,1701.7644
239,1909.9989
240,2411.672
241,1965.9705
242,2094.0403
243,1281.6755
244,1833.8137
245,1878.5825
246,1970.7415
247,1780.298
248,2071.825
249,1601.4078
250,2004.0667
251,1796.6473
252,1454.1902
253,2101.436
254,1559.3973
255,1888.1208
256,1668.4799
257,1876.8837
258,1589.3333
259,1607.6687
260,1403.0977
261,1822.9365
262,1091.7587
263,2001.8402
264,1738.9935
265,1798.1945
266,2118.0999
267,1867.9025
268,1284.6537
269,1602.6493
270,1944.4017
271,1926.6305
272,1901.3424
273,1868.2922
274,1916.2456
275,2264.9426
276,1899.5002
277,1881.2399
278,1692.6678
279,2038.3309
280,1351.4292
281,1588.6537
282,2276.7239
283,1780.298
284,2408.7627
285,1721.1893
286,1754.3744
287,1564.0282
288,2060.607
289,1697.7719
290,1888.0641
291,1776.7891
292,1204.293
293,2094.0403
294,1648.5668
295,2035.3125
296,1359.5955
297,1505.2863
298,1539.523
299,2051.6528
300,2289.988
301,1607.5792
302,1354.023
303,1462.9512
304,1794.8003
305,1852.1271
306,1319.5671
307,1964.4414
308,1824.5758
309,1746.1252
310,2442.6116
311,2184.8665
312,1774.6877
313,1790.3429
314,1760.3894
315,2309.65
316,1845.5105
317,1901.0793
318,1542.2124
319,2411.672
320,2040.5114
321,1365.5231
322,1973.1508
323,2291.6995
324,1780.298
325,1913.1163
326,2036.06
327,1330.4506
328,2109.8564
329,1868.753
330,2265.3655
331,1860.9178
332,2189.0713
333,1690.9357
334,1855.2427
335,1428.6411
336,2197.3442
337,1492.0215
338,1913.1832
339,2453.5503
340,2172.745
341,1813.8287
342,1669.1521
343,1346.4877
344,724.1756
345,2185.0183
346,1779.7198
347,1814.4022
348,1520.4113
349,1594.7452
350,1740.765
351,1878.1896
352,2162.206
353,1613.5171
354,1884.0627
355,1922.3357
356,2205.591
357,1674.6473
358,2120.0574
359,1795.4901
360,1791.9109
361,1659.6582
362,1816.5011
363,2085.1729
364,1892.4954
365,1817.3274
366,2047.8822
367,1771.2583
368,1642.7776
369,1794.0446
370,1963.5013
371,2260.0723
372,1489.2065
373,1592.347
374,1498.6311
375,1568.1829
376,2247.4412
377,2048.5647
378,2155.4932
379,1646.9164
380,2409.6682
381,1887.682
382,2098.054
383,2350.3948
384,1696.9263
385,1399.7578
386,1301.2081
387,1569.5701
388,1740.6506
389,2057.4624
390,1745.1628
391,1584.9246
392,2111.5896
393,1920.9484
394,2113.6543
395,1056.5372
396,1844.0593
397,1523.1649
398,2201.954
399,1950.0402
400,1464.0817
401,2249.4116
402,1825.7115
403,2034.4276
404,1676.4442
405,1892.4875
406,2170.5906
407,1589.23
408,1828.4929
409,1456.2701
410,1796.5063
411,1745.9784
412,883.73627
413,2175.4915
414,1708.0718
415,2158.695
416,1900.5428
417,2172.0803
418,2077.1184
419,2098.054
420,1970.3325
421,2114.8113
422,2238.4768
423,1874.4005
424,1944.4987
425,1871.0801
426,1920.9484
427,2167.6438
428,1684.2428
429,1876.449
430,1186.0979
431,1934.03
432,1600.1418
433,1311.4453
434,2235.4915
435,2185.3074
436,2051.5093
437,2230.0889
438,1850.8235
439,1964.9911
440,2155.579
441,1707.9138
442,2144.8704
443,1398.661
444,1842.1014
445,2059.5425
446,1756.7172
447,1522.4851
448,1596.1237
449,1205.2366
450,1892.3153
451,2188.3567
452,2336.99
453,1961.1908
454,1920.9484
455,1779.6627
456,1565.4679
457,1792.1787
458,1311.4453
459,1478.2822
460,2315.9978
461,2351.4712
462,2245.912
463,1528.0178
464,1920.9484
465,2176.2861
466,1609.0034
467,1410.6643
468,2313.1787
469,2320.1406
470,1215.8646
471,1190.5671
472,1954.7991
473,1906.7498
474,1512.4508
475,2059.5425
476,2247.4412
477,2072.1458
478,1441.673
479,1600.1418
480,2264.002
481,2647.955
482,1874.0175
483,2114.8113
484,2247.4412
485,2350.3948
486,1611.0409
487,2188.5605
488,1979.919
489,1796.9177
490,2136.3096
491,1713.9005
492,1699.776
493,1905.4585
494,1624.5344
495,1152.6824
496,2516.946
497,2059.5425
498,1961.0092
499,2059.5425
500,1719.7302
501,1832.1931
502,2071.6204
503,1570.685
504,1622.3114
505,2317.565
506,1468.5255
507,1703.0209
508,1650.3239
509,1599.8363
510,2191.6082
511,1984.3403
512,2163.641
513,1285.0653
514,1706.8835
515,1911.5906
516,2012.056
517,1906.7217
518,1556.0975
519,992.54425
520,1152.201
521,1866.4922
522,1906.7217
523,1925.8916
524,2078.7373
525,2195.6826
526,1914.0001
527,2034.0071
528,2015.8602
529,1864.65
530,1158.491
531,1498.8826
532,1198.2737
533,1820.6731
534,1295.0258
535,1860.7196
536,2059.5425
537,1385.3341
538,2188.8982
539,1841.4158
540,1739.5829
541,1859.875
542,970.83887
543,1227.4617
544,1798.6796
545,2009.0729
546,1562.0999
547,2169.5925
548,2285.1606
549,1855.314
550,1545.139
551,1773.7823
552,1518.8267
553,1687.6384
554,1799.6509
555,1411.3802
556,1974.1023
557,1431.2529
558,2239.4802
559,1462.3325
560,1756.8878
561,1412.5369
562,1836.6859
563,2080.305
564,1668.1438
565,2343.4487
566,1584.8021
567,2016.0237
568,2110.5483
569,2108.5137
570,1699.2722
571,1773.7053
572,2108.5137
573,1805.207
574,1504.4733
575,2306.128
576,1568.728
577,2352.8176
578,2653.2102
579,2159.5999
580,1501.473
581,1389.1406
582,1449.7692
583,1313.6938
584,1717.9985
585,1479.0717
586,1684.4022
587,1428.3201
588,1846.1293
589,1559.4128
590,2269.238
591,1348.6324
592,1842.6833
593,1829.5791
594,1903.3256
595,1694.067
596,1889.8525
597,1991.8269
598,1370.4769
599,1512.8617
600,1799.6509
601,1697.1174
602,1103.1726
603,2118.715
604,1627.4976
605,1924.1362
606,2085.703
607,1812.3573
608,1325.1862
609,1471.1295
610,1817.5925
611,2078.347
612,2231.4675
613,1780.3029
614,1595.814
615,1257.9545
616,1517.0624
617,1958.3105
618,1649.4661
619,1640.2136
620,1949.1333
621,1408.2484
622,2027.5353
623,1807.981
624,1495.7493
625,2089.728
626,2358.1672
627,1331.5654
628,1848.7996
629,1871.2256
630,2207.5889
631,2289.7437
632,1857.3226
633,1373.6974
634,1411.0044
635,2018.3882
636,1558.353
637,1864.4208
638,1957.179
639,1869.8262
640,1763.8733
641,2171.386
642,2105.9563
643,1851.9366
644,1328.1503
645,2227.0874
646,2140.2737
647,1750.9528
648,2569.182
649,1918.0762
650,1648.3553
651,1479.1416
652,2007.0211
653,1568.121
654,2046.1737
655,1558.393
656,1979.1732
657,2014.3466
658,1810.9446
659,2370.8914
660,2125.848
661,1940.5918
662,769.9823
663,1520.5117
664,2100.7925
665,2032.4523
666,1514.882
667,1286.5166
668,1097.8215
669,1446.2257
670,2062.4067
671,2101.9028
672,1782.9651
673,2172.067
674,2112.6797
675,1407.034
676,1247.8103
677,1669.3242
678,1918.4117
679,1520.2787
680,1918.4117
681,1152.4128
682,1765.4846
683,1786.1198
684,2184.9119
685,1918.4117
686,1322.1316
687,1780.9286
688,1525.3477
689,1962.9608
690,1864.9089
691,1566.4958
692,1780.9286
693,1421.4133
694,1677.1698
695,1780.9286
696,1939.7854
697,1604.2053
698,1833.2463
699,2124.9077
700,1691.3689
701,1822.7898
702,2464.6938
703,1916.4933
704,1428.0453
705,1839.1064
706,1794.064
707,1744.3834
708,1629.4304
709,1710.028
710,1401.1791
711,1355.859
712,1595.0516
713,1885.4973
714,1936.9363
715,1342.2047
716,1704.7834
717,1936.9363
718,1380.6991
719,1840.2194
720,2146.7136
721,1863.458
722,2203.1106
723,1885.4973
724,1991.3821
725,1720.7666
726,1729.7816
727,1383.2882
728,1888.1934
729,2090.4043
730,1830.0651
731,2396.4963
732,1791.9713
733,1550.0771
734,1868.247
735,1389.9286
736,1228.5314
737,2086.3037
738,1543.4806
739,2006.3208
740,1975.3761
741,1810.4663
742,1312.649
743,1125.7802
744,1734.8496
745,2382.1797
746,1784.1172
747,1952.8544
748,1678.6204
749,1597.9979
750,2062.6924
751,2259.4526
752,2175.209
753,1557.6416
754,1691.5085
755,2091.7842
756,1273.7502
757,1904.6276
758,1719.5559
759,1161.1185
760,1299.7799
761,917.0392
762,1487.3054
763,1520.4177
764,1398.4851
765,2299.9983
766,1784.1172
767,2377.1624
768,2191.7112
769,1502.5898
770,2205.464
771,2044.4607
772,1341.8203
773,2071.3457
774,1518.9669
775,2044.4607
776,1152.836
777,2096.5254
778,2407.6316
779,2279.2637
780,1141.5315
781,1367.496
782,2270.0845
783,1677.3018
784,1236.9467
785,1567.0288
786,2634.8074
787,1864.9089
788,1702.0453
789,1759.139
790,2270.757
791,1924.5223
792,1569.7274
793,2109.34
794,1964.2692
795,2436.0242
796,1996.184
797,1637.5281
798,1759.139
799,2078.3948
800,2141.79
801,1914.9192
802,1977.1672
803,1644.8494
804,1596.0443
805,1550.0271
806,1642.2134
807,1498.0238
808,1906.1141
809,1284.4266
810,1887.0706
811,2071.3457
812,2446.9785
813,1660.9645
814,1219.1508
815,1931.948
816,1849.0033
817,1841.252
818,1772.9795
819,1432.8862
820,1482.2759
821,1903.4059
822,1572.215
823,1119.048
824,1529.5153
825,2431.398
826,1768.8843
827,1681.086
828,1616.9802
829,2137.3528
830,1645.9913
831,2209.6382
832,2104.4448
833,1393.6047
834,1661.9498
835,1737.8937
836,1695.538
837,2423.117
838,2036.7157
839,1330.7152
840,1864.9974
841,1945.0817
842,1470.849
843,2439.4102
844,2415.202
845,1568.9955
846,1858.4933
847,1407.1155
848,1490.0157
849,1858.3403
850,1203.6631
851,2423.1907
852,1847.9121
853,2244.0806
854,1336.7908
855,1065.2743
856,1324.3127
857,1535.4314
858,1824.703
859,1984.5099
860,2359.5635
861,2091.687
862,1529.2544
863,1470.849
864,1560.679
865,1398.5437
866,1935.5562
867,2263.2231
868,1768.8843
869,2407.767
870,1931.7203
871,1927.0194
872,1771.3975
873,1215.5095
874,1545.9451
875,1859.3086
876,1074.7693
877,1618.7057
878,1342.2047
879,1920.2483
880,1984.1935
881,1365.5457
882,1304.9685
883,1086.0458
884,1093.7477
885,1673.3955
886,1623.3525
887,1820.3263
888,1565.5988
889,2383.964
890,1611.7214
891,2255.428
892,2462.1409
893,1370.6183
894,1709.6483
895,1585.9701
896,1123.5715
897,1895.1041
898,2357.1428
899,967.8773
900,1244.5153
901,2394.5723
902,1829.1958
903,1815.9065
904,2201.5715
905,1902.9951
906,1694.7346
907,1653.72
908,1557.1453
909,1691.5675
910,1332.9601
911,1298.7194
912,1721.4059
913,2200.1816
914,1874.884
915,2215.0242
916,1366.0726
917,1803.6802
918,1991.3821
919,1683.1337
920,1139.4071
921,1696.5381
922,1148.1083
923,1965.3374
924,1993.5161
925,1258.5316
926,1635.5382
927,1892.88
928,1614.7148
929,2140.3552
930,1951.1124
931,1726.0006
932,1569.8013
933,1679.215
934,1817.2432
935,1683.6711
936,1844.922
937,1689.8027
938,2209.6382
939,1123.0798
940,1223.8391
941,1544.6871
942,1930.2194
943,1308.772
944,1475.1936
945,2179.1665
946,1279.0265
947,1568.3689
948,1881.2185
949,1660.1517
950,2336.1873
951,1334.7014
952,904.4082
953,1804.7449
954,2161.6104
955,2412.6926
956,1913.59
957,1895.5581
958,2112.8005
959,1817.5851
960,1759.139
961,1926.2814
962,1929.9232
963,902.66986
964,1577.1825
965,1506.815
966,1808.1046
967,1632.8215
968,1905.698
969,1946.3118
970,1701.6626
971,1557.6416
972,1563.221
973,2147.6572
974,2046.3477
975,1780.9286
976,1188.0724
977,1091.7697
978,1286.4657
979,1580.618
980,1682.2051
981,1601.0388
982,803.4137
983,1260.567
984,1895.7285
985,1854.8398
986,1678.2131
987,1981.4133
988,1665.6666
989,1835.8319
990,1691.1777
991,2342.8538
992,1845.3124
993,1784.1172
994,2090.3342
995,1093.0758
996,2048.3364
997,1924.7415
998,1250.781
999,1634.4794
1000,1675.1517
1001,1790.614
1002,1443.2358
1003,2023.6016
1004,1483.36
1005,1840.2493
1006,1831.4874
1007,1200.0042
1008,1699.5248
1009,1319.5957
1010,1745.6819
1011,1703.8438
1012,1474.2886
1013,1334.7014
1014,1830.3274
1015,1828.63
1016,1640.7329
1017,1635.4844
1018,1938.6666
1019,2136.0752
1020,2013.4374
1021,1467.8079
1022,1040.5323
1023,1175.0006
1024,1689.9418
1025,1574.8046
1026,1515.3586
1027,1825.1201
1028,1640.9237
1029,1930.2194
1030,1480.0095
1031,1396.2137
1032,1814.66
1033,1354.6389
1034,1362.75
1035,1560.1752
1036,1358.8978
1037,1515.3586
1038,1197.6973
1039,1734.6052
1040,1278.3479
1041,1523.1366
1042,1661.6931
1043,1957.7384
1044,1266.8173
1045,1520.9209
1046,1510.6934
1047,1747.7998
1048,1701.5483
1049,1932.4906
1050,1151.251
1051,2207.2795
1052,1648.3833
1053,1245.3333
1054,1275.5293
1055,1725.189
1056,1853.7261
1057,1972.4851
1058,2398.4302
1059,1836.6221
1060,1741.9321
1061,2157.2224
1062,1812.9003
1063,1565.397
1064,1457.5397
1065,2007.6411
1066,1754.3557
1067,1114.9745
1068,1646.1346
1069,2003.7739
1070,1984.6202
1071,1648.1206
1072,1049.2062
1073,1691.2949
1074,1502.7406
1075,793.93567
1076,2083.8757
1077,1859.6997
1078,1156.2335
1079,1723.3112
1080,1914.3329
1081,1405.0564
1082,1784.7098
1083,1737.1792
1084,866.88043
1085,1430.2537
1086,1717.4001
1087,1336.4745
1088,1699.6938
1089,2000.2434
1090,1828.3606
1091,1685.0195
1092,1774.1782
1093,1623.1011
1094,1912.8998
1095,1754.6119
1096,1484.5262
1097,1975.5582
1098,2164.6982
1099,1817.8181
1100,2241.3228
1101,1103.0159
1102,2009.6737
1103,1557.9639
1104,1415.0553
1105,1847.4417
1106,832.8076
1107,1760.6312
1108,1685.0195
1109,1434.0359
1110,1114.3079
1111,838.72473
1112,1934.3644
1113,1671.0208
1114,1714.5367
1115,1828.5254
1116,1864.577
1117,1351.4967
1118,1819.5508
1119,1568.7649
1120,1755.2828
1121,1517.1484
1122,1708.8292
1123,1409.3431
1124,1313.8838
1125,1759.3878
1126,1658.675
1127,1519.74
1128,1524.1636
1129,1995.8882
1130,2112.2249
1131,1685.0195
1132,1334.8936
1133,1784.7098
1134,1824.9355
1135,1891.3708
1136,1858.9503
1137,1791.8481
1138,1758.8788
1139,1882.4178
1140,2235.016
1141,1670.3049
1142,1862.2993
1143,2081.2942
1144,1027.9568
1145,1499.2185
1146,1708.8292
1147,1480.8933
1148,1810.426
1149,1390.7367
1150,1528.6715
1151,1891.153
1152,2285.2244
1153,1728.105
1154,1919.379
1155,847.3293
1156,1758.8788
1157,2085.0405
1158,2303.596
1159,970.31885
1160,1708.8292
1161,1950.4963
1162,1287.424
1163,2003.148
1164,1642.9888
1165,970.31885
1166,1417.3918
1167,1561.2474
1168,1767.7075
1169,1656.6838
1170,2038.645
1171,1412.8081
1172,1568.267
1173,1557.9639
1174,2079.7085
1175,1840.4548
1176,1412.8081
1177,1441.6344
1178,1806.208
1179,1841.9535
1180,1774.882
1181,932.54956
1182,1753.111
1183,1761.0448
1184,2298.0518
1185,1504.9574
1186,1668.4343
1187,1891.6704
1188,1923.3595
1189,1365.1274
1190,1862.5323
1191,1896.6348
1192,1297.7261
1193,970.31885
1194,2148.5308
1195,1389.5751
1196,1629.9827
1197,1899.3446
1198,1573.1111
1199,1247.023
1200,1721.6274
1201,2061.9163
1202,1434.0785
1203,1667.024
1204,1370.0948
1205,1903.3558
1206,1591.5692
1207,1906.6154
1208,2062.3777
1209,1651.856
1210,1688.4961
1211,1605.9633
1212,1924.8903
1213,1554.7377
1214,1612.6833
1215,1771.8914
1216,1714.2458
1217,1671.0208
1218,1758.7413
1219,1680.8762
1220,2006.525
1221,1708.8292
1222,1146.6382
1223,2005.0968
1224,1762.054
1225,1436.3073
1226,1492.4642
1227,1467.0975
1228,1637.3716
1229,1747.9154
1230,838.72473
1231,1784.7098
1232,1619.4587
1233,1467.1633
1234,1708.8292
1235,1772.0939
1236,1802.9314
1237,1741.6925
1238,1832.7327
1239,1774.1782
1240,1097.4083
1241,1414.8224
1242,1660.4432
1243,1784.7098
1244,1891.6704
1245,1674.6691
1246,1891.6704
1247,2196.5774
1248,1532.2428
1249,2248.8726
1250,1796.9235
1251,1742.0286
1252,1729.3744
1253,1400.4015
1254,1373.0442
1255,1995.8663
1256,1707.6907
1257,1447.71
1258,1861.0364
1259,1358.1804
1260,2065.8467
1261,1860.6864
1262,1520.6653
1263,1772.1042
1264,1648.5555
1265,832.8076
1266,1964.375
1267,1376.3362
1268,1777.661
1269,2329.6143
1270,1541.4634
1271,1608.1967
1272,1662.7135
1273,1894.5167
1274,1730.9064
1275,1933.6497
1276,1006.98615
1277,1686.7526
1278,1223.0442
1279,1796.9235
1280,2027.2622
1281,1663.08
1282,1146.9949
1283,995.8816
1284,1881.8577
1285,945.05865
1286,1393.3843
1287,1874.724
1288,1918.6875
1289,1767.3342
1290,1365.3842
1291,1774.1782
1292,1528.791
1293,1754.5455
1294,1752.8339
1295,1983.9454
1296,1875.6133
1297,2064.7698
1298,1774.1782
1299,1767.3342
1300,1233.686
1301,2016.2609
1302,2162.0159
1303,2241.6865
1304,1878.911
1305,1796.9235
1306,1328.6791
1307,1768.7079
1308,2099.2979
1309,1018.9587
1310,1485.5012
1311,1327.0638
1312,1235.7477
1313,1660.7803
1314,966.14886
1315,1814.0356
1316,1951.775
1317,838.72473
1318,1743.4108
1319,1790.6472
1320,980.3701
1321,1694.0493
1322,1276.0175
1323,1327.0638
1324,1453.3761
1325,1986.1647
1326,1612.291
1327,1552.3378
1328,2117.6035
1329,1893.3674
1330,2114.533
1331,1952.7214
1332,1365.8953
1333,2113.7053
1334,1328.6067
1335,2086.0825
1336,1827.1647
1337,2193.2434
1338,1682.2892
1339,1972.9752
1340,1426.2085
1341,858.1646
1342,2055.9246
1343,1663.5322
1344,1659.3828
1345,1856.906
1346,1312.3456
1347,1903.8683
1348,1108.5302
1349,2177.038
1350,2084.5217
1351,1501.0923
1352,1688.4424
1353,2065.251
1354,1071.4263
1355,1610.8108
1356,1531.771
1357,1194.4972
1358,1884.4193
1359,1920.9423
1360,1468.4646
1361,1625.4459
1362,1556.5372
1363,2004.7708
1364,1775.6661
1365,1549.9503
1366,1000.4753
1367,2022.4629
1368,2233.564
1369,1697.2897
1370,1436.9757
1371,1732.385
1372,1678.9623
1373,1578.1453
1374,756.62054
1375,1706.8866
1376,1457.1356
1377,2037.0367
1378,1046.2922
1379,1992.5767
1380,1292.0854
1381,1725.3478
1382,1799.5892
1383,1319.1228
1384,1049.7546
1385,1414.4943
1386,1715.5004
1387,1433.3572
1388,1400.0896
1389,1762.5197
1390,2078.8376
1391,1858.6721
1392,1181.4674
1393,2235.6016
1394,998.7131
1395,1981.0251
1396,1957.8639
1397,1782.9911
1398,1908.209
1399,2036.3892
1400,2173.109
1401,1196.1315
1402,1020.3042
1403,1737.0989
1404,1664.004
1405,1502.6055
1406,1788.9312
1407,2010.8293
1408,1587.677
1409,1832.2896
1410,1658.4199
1411,1405.6799
1412,1829.3871
1413,2008.3018
1414,1700.4976
1415,1528.1102
1416,1371.5642
1417,1796.9235
1418,1927.0359
1419,1706.5873
1420,1472.1284
1421,820.20514
1422,2125.8093
1423,1939.432
1424,2321.6545
1425,2007.308
1426,1271.0143
1427,1769.1581
1428,2306.688
1429,1586.2434
1430,1353.8501
1431,1853.4755
1432,2003.5626
1433,1784.7098
1434,1099.3888
1435,1484.2106
1436,1157.5541
1437,1614.0895
1438,1635.317
1439,1586.0848
1440,1847.9786
1441,1926.2496
1442,2146.7847
1443,1940.8103
1444,1905.5752
1445,2250.4553
1446,1825.9384
1447,2223.0168
1448,1408.5248
1449,1541.4789
1450,1783.4774
1451,1420.8137
1452,1769.1581
1453,2146.1946
1454,1551.7428
1455,1000.70685
1456,1894.5167
1457,1599.4514
1458,2319.5715
1459,1645.6763
1460,1337.1438
1461,1219.9447
1462,1310.9535
1463,1785.311
1464,1470.3444
1465,1808.5967
1466,1741.3779
1467,2102.0688
1468,1381.5089
1469,1356.3793
1470,1811.096
1471,1831.7386
1472,1363.5669
1473,894.927
1474,1288.9196
1475,1170.0231
1476,1429.9718
1477,2329.8557
1478,1417.2157
1479,1651.9429
1480,1487.4767
1481,1882.4178
1482,1989.0813
1483,1327.9487
1484,1545.2551
1485,1603.8153
1486,1485.2683
1487,1698.6346
1488,1366.5988
1489,1755.0477
1490,1683.4202
1491,1882.4178
1492,1482.8805
1493,2098.101
1494,1430.4506
1495,1414.7406
1496,1380.8403
1497,1896.3223
1498,1741.0983
1499,1729.3843
1500,1727.7839
1501,1708.4304
1502,1045.8182
1503,1127.0427
1504,1894.5167
1505,1953.188
1506,1294.6573
1507,1348.8774
1508,1737.6348
1509,1507.5591
1510,1146.9949
1511,1788.4224
1512,1720.8707
1513,1306.6814
1514,1487.6497
1515,1860.2389
1516,1718.6506
1517,1245.1643
1518,2370.2622
1519,1960.7823
1520,1383.7935
1521,1903.2769
1522,1568.3486
1523,1557.4753
1524,1538.8002
1525,1751.0643
1526,1709.1593
1527,1146.9949
1528,1387.2009
1529,1108.5302
1530,1138.749
1531,2342.9087
1532,1476.4637
1533,968.07916
1534,1614.2422
1535,1380.8403
1536,1425.0685
1537,1328.6791
1538,1266.4612
1539,1628.7788
1540,1049.6646
1541,1501.0923
1542,819.1159
1543,1997.4257
1544,1659.8882
1545,1847.0121
1546,1058.3254
1547,1769.5763
1548,2047.1597
1549,1728.4097
1550,1410.5375
1551,1416.5583
1552,1863.4849
1553,2017.0431
1554,1051.7471
1555,1770.0924
1556,1834.8705
1557,1639.5986
1558,1294.6573
1559,1453.5671
1560,1609.319
1561,1893.6755
1562,1777.1003
1563,1379.9766
1564,1910.0269
1565,737.43256
1566,961.9643
1567,1096.543
1568,1468.8396
1569,2103.6936
1570,1474.6046
1571,1908.449
1572,1275.8372
1573,1925.683
1574,1820.7743
1575,1716.7498
1576,1776.1952
1577,1699.9148
1578,1996.9733
1579,1700.4976
1580,1540.6948
1581,1605.969
1582,1776.2107
1583,971.8797
1584,1846.2603
1585,1783.625
1586,1376.4346
1587,1489.3887
1588,1639.8623
1589,1308.2963
1590,1598.0917
1591,1887.829
1592,1397.6792
1593,1218.8989
1594,1900.0105
1595,1609.319
1596,1783.625
1597,1911.92
1598,1487.3613
1599,1378.8296
1600,1341.784
1601,1683.6733
1602,1378.8296
1603,1737.6235
1604,1729.6177
1605,2096.6711
1606,1822.1981
1607,1516.5974
1608,1609.7571
1609,1538.8002
1610,1070.4497
1611,1271.8566
1612,1157.5541
1613,2070.3674
1614,1573.4188
1615,1410.5375
1616,1355.206
1617,1718.4845
1618,1918.22
1619,1588.5017
1620,1414.0459
1621,1576.0568
1622,1548.9965
1623,1780.9813
1624,1451.8322
1625,1037.1315
1626,1771.3901
1627,1767.3488
1628,1747.0608
1629,1366.263
1630,1875.9269
1631,1622.568
1632,1860.5704
1633,1614.6312
1634,1799.3628
1635,2072.6858
1636,1327.0638
1637,1831.7386
1638,1870.9955
1639,1794.1218
1640,1871.4756
1641,1755.0477
1642,1487.3613
1643,1172.193
1644,1686.8229
1645,2172.767
1646,2140.1462
1647,1498.0148
1648,1802.2933
1649,1790.1881
1650,1146.9949
1651,822.7134
1652,1159.865
1653,1763.49
1654,1442.2925
1655,1169.2223
1656,1404.9625
1657,1391.3584
1658,1745.0299
1659,2232.4302
1660,1478.5665
1661,2260.8694
1662,1317.0487
1663,1945.8965
1664,1825.1105
1665,2092.7878
1666,1796.9381
1667,1744.4934
1668,1007.1152
1669,1643.7588
1670,1648.5555
1671,1722.2665
1672,1606.2445
1673,1723.0463
1674,1143.9636
1675,1407.5616
1676,1481.5219
1677,1137.6005
1678,1562.0065
1679,1766.6447
1680,1151.7144
1681,1146.9949
1682,1730.2997
1683,1459.0249
1684,1896.4011
1685,1309.9988
1686,1034.149
1687,1572.5013
1688,1964.242
1689,1367.5406
1690,1550.5431
1691,1194.4537
1692,1781.3705
1693,2232.088
1694,1956.3358
1695,1669.5782
